"","From","To","Mean","UCI","p.value"
"4429","SSD","EGY",3.20292083920455e-07,6.50718409143078e-07,0.098
"4430","SSD","SWZ",2.11586009128657e-09,5.18567626296543e-09,0.076
"4431","SSD","IDN",1.76165459492514e-08,3.52330918985029e-08,0.095
"4432","SSD","ITA",2.15582512993955e-05,4.37936803708516e-05,0.093
"4433","SSD","KAZ",1.0253109462565e-09,2.3394094554723e-09,0.087
"4434","SSD","NPL",7.74602673929515e-10,2.32380802178854e-09,0.333
"4435","SSD","OMN",1.12356319030918e-08,3.37068957092753e-08,0.365
"4436","SSD","PAK",1.06934639162891e-05,2.35292115912372e-05,0.097
"4437","SSD","PRT",3.3647204017288e-09,7.78386070151201e-09,0.085
"4438","SSD","PSE",2.16069844290226e-09,6.48209532870678e-09,0.343
"4439","SSD","CHE",6.3092394532746e-08,1.89277183598238e-07,0.293
"4440","SSD","ZMB",3.68261691648601e-10,1.1047850749458e-09,0.319
"4441","SSD","ZWE",1.05028730226292e-08,2.91848110460991e-08,0.079
"4442","ESP","FRA",0.109132022834849,0.112346054977865,1
"4443","ESP","DEU",0.077312836085676,0.0811065603318437,0.996
"4444","ESP","ITA",0.0567660726794831,0.0590923270543251,0.997
"4445","ESP","PRT",0.0527036650974178,0.0548150221171008,0.997
"4446","ESP","TKL",8.79754720744886e-09,1.75950944148977e-08,0.089
"4447","ESP","GBR",0.0473457493991366,0.0519666301961499,0.185
"4448","LKA","AND",1.841308458243e-09,5.52392537472901e-09,0.322
"4449","LKA","AIA",1.3897529069571e-09,4.1692587208713e-09,0.335
"4450","LKA","ABW",8.64279377160904e-10,2.59283813148271e-09,0.319
"4451","LKA","COD",7.73744930948365e-07,2.3212347928451e-06,0.341
"4452","LKA","ERI",9.52902869768582e-09,2.74251820821632e-08,0.078
"4453","LKA","FRO",8.64137571576323e-09,1.72827514315265e-08,0.088
"4454","LKA","GRL",2.88787562959299e-10,8.66362688877896e-10,0.329
"4455","LKA","FSM",3.97466406987872e-10,1.19239922096362e-09,0.322
"4456","LKA","MSR",2.7111093587533e-09,8.13332807625991e-09,0.352
"4457","LKA","NIU",1.1047850749458e-09,3.31435522483741e-09,0.332
"4458","LKA","MNP",2.88883838245843e-08,5.77767676491686e-08,0.094
"4459","LKA","PLW",1.09739273924533e-08,3.292178217736e-08,0.355
"4460","LKA","SHN",1.98733203493936e-09,5.96199610481808e-09,0.35
"4461","LKA","KNA",2.88787562959299e-10,8.66362688877896e-10,0.341
"4462","LKA","VCT",1.93650668482379e-09,5.80952005447136e-09,0.298
"4463","LKA","WSM",1.84385008234008e-08,3.75961529064993e-08,0.08
"4464","LKA","STP",1.98733203493936e-09,5.96199610481808e-09,0.34
"4465","LKA","TKL",1.59404369947472e-09,3.48571203268282e-09,0.09
"4466","LKA","WLF",4.41914029978321e-09,1.32574208993496e-08,0.321
"4467","PSE","AGO",2.04988553776172e-08,6.14965661328517e-08,0.32
"4468","PSE","ARM",3.96535249358374e-08,7.93070498716749e-08,0.082
"4469","PSE","BGR",6.39372627523931e-09,1.27874525504786e-08,0.092
"4470","PSE","KHM",4.41939962211429e-09,8.83879924422857e-09,0.099
"4471","PSE","TCD",1.3812226206998e-08,2.98176385120512e-08,0.084
"4472","PSE","TWN",1.03880605490789e-08,2.07761210981577e-08,0.084
"4473","PSE","HRV",2.88628469369284e-09,5.77256938738569e-09,0.088
"4474","PSE","ETH",2.03105653632813e-08,6.09316960898438e-08,0.344
"4475","PSE","GAB",7.29620276152477e-09,2.18886082845743e-08,0.317
"4476","PSE","GHA",6.47422637773406e-08,1.45238001361784e-07,0.098
"4477","PSE","HND",4.18285443921938e-08,1.25485633176581e-07,0.327
"4478","PSE","KAZ",4.80558609936993e-08,1.40590385318207e-07,0.077
"4479","PSE","LBR",3.50172184750798e-08,7.19081031768653e-08,0.078
"4480","PSE","LBY",2.05269708591321e-08,6.15809125773964e-08,0.339
"4481","PSE","LTU",2.7111093587533e-09,8.13332807625991e-09,0.326
"4482","PSE","NIC",2.05775783049464e-07,6.04546405028554e-07,0.086
"4483","PSE","NGA",6.19682139143612e-09,1.85904641743084e-08,0.337
"4484","PSE","PAK",3.71758902611024e-08,1.11527670783307e-07,0.324
"4485","PSE","PAN",1.20999112802527e-08,3.6299733840758e-08,0.328
"4486","PSE","SRB",3.48571203268282e-09,1.04571360980485e-08,0.337
"4487","PSE","SVK",5.19932583677428e-08,1.25752649376912e-07,0.085
"4488","PSE","LKA",4.86689420935075e-09,9.73378841870151e-09,0.094
"4489","PSE","UKR",6.91423501728723e-09,2.07427050518617e-08,0.33
"4490","PSE","UZB",8.90810126070843e-08,1.8106980197548e-07,0.112
"4491","SDN","ASM",7.85447111364528e-07,2.35634133409358e-06,0.327
"4492","SDN","AND",3.64725897161902e-07,1.0941776914857e-06,0.311
"4493","SDN","AGO",1.89148454578511e-06,5.49552041967761e-06,0.088
"4494","SDN","ATG",4.1692587208713e-09,1.25077761626139e-08,0.337
"4495","SDN","AUS",3.55009336311587e-05,0.000106258914348841,0.087
"4496","SDN","BGD",2.24678797793182e-06,4.49357595586365e-06,0.098
"4497","SDN","BMU",7.34739563704032e-10,1.46947912740806e-09,0.076
"4498","SDN","BTN",2.16888748700264e-08,6.50666246100792e-08,0.334
"4499","SDN","BOL",8.64279377160904e-10,1.72855875432181e-09,0.347
"4500","SDN","BRN",3.87301336964757e-10,1.16190401089427e-09,0.337
"4501","SDN","BFA",1.73876149429122e-08,3.47752298858244e-08,0.104
"4502","SDN","BDI",1.53783379622691e-08,3.33540697669704e-08,0.087
"4503","SDN","KHM",1.04231468021782e-09,3.12694404065347e-09,0.332
"4504","SDN","CMR",8.71699480947777e-07,1.97407491450937e-06,0.085
"4505","SDN","CYM",2.32380802178854e-09,6.97142406536563e-09,0.318
"4506","SDN","COM",1.22105098802175e-08,2.44210197604351e-08,0.073
"4507","SDN","COG",5.18567626296543e-09,1.03713525259309e-08,0.335
"4508","SDN","COD",6.55967658187264e-08,1.55304887352456e-07,0.087
"4509","SDN","CRI",5.98887346093414e-09,1.2780944119837e-08,0.071
"4510","SDN","CIV",2.28394491156306e-09,5.80952005447136e-09,0.073
"4511","SDN","EST",1.7151072488371e-08,4.79675054324302e-08,0.087
"4512","SDN","FJI",3.47438226739275e-09,1.04231468021782e-08,0.324
"4513","SDN","PYF",5.38235560728112e-09,1.51047521416255e-08,0.085
"4514","SDN","GAB",1.29641906574136e-09,3.88925719722407e-09,0.328
"4515","SDN","GMB",3.47438226739275e-10,1.04231468021782e-09,0.308
"4516","SDN","GIN",8.64279377160904e-10,2.59283813148271e-09,0.351
"4517","SDN","KAZ",3.47438226739275e-10,1.04231468021782e-09,0.317
"4518","SDN","PRK",1.505355926611e-08,3.36952163159339e-08,0.085
"4519","SDN","LAO",7.05005227209272e-08,1.41001045441854e-07,0.088
"4520","SDN","LUX",4.59642316806154e-09,1.14654614823961e-08,0.093
"4521","SDN","MLT",1.74285601634141e-08,5.22856804902423e-08,0.328
"4522","SDN","MUS",5.18567626296543e-09,1.55570287888963e-08,0.345
"4523","SDN","MDA",1.25158071412566e-09,2.59283813148271e-09,0.096
"4524","SDN","MNG",2.97882136504161e-09,5.95764273008322e-09,0.07
"4525","SDN","MNE",6.62896108001657e-09,1.85904641743084e-08,0.107
"4526","SDN","PAN",1.2912626574405e-06,3.8737879723215e-06,0.323
"4527","SDN","PRT",8.11066854567977e-09,2.08462936043565e-08,0.093
"4528","SDN","LCA",7.77851439444814e-09,2.33355431833444e-08,0.313
"4529","SDN","LKA",1.03115054163849e-07,2.06230108327699e-07,0.098
"4530","SDN","PSE",1.87616642439208e-08,5.62849927317625e-08,0.328
"4531","SDN","SUR",9.20781401333779e-08,2.28266914967704e-07,0.075
"4532","SDN","TLS",3.87301336964757e-10,1.16190401089427e-09,0.352
"4533","SDN","TGO",8.64279377160904e-10,2.59283813148271e-09,0.34
"4534","SDN","TCA",1.11583058963231e-08,2.43999842287797e-08,0.076
"4535","SDN","UZB",2.74874830226282e-08,8.13005450569903e-08,0.084
"4536","SDN","VEN",4.60888590988061e-08,1.38266577296418e-07,0.347
"4537","SDN","WLF",1.73719113369637e-09,5.21157340108912e-09,0.328
"4538","SUR","AFG",1.1047850749458e-08,3.31435522483741e-08,0.335
"4539","SUR","ASM",1.14161124411066e-08,3.42483373233199e-08,0.324
"4540","SUR","ARM",1.2321458616624e-08,3.69643758498721e-08,0.34
"4541","SUR","BHS",2.77931819551681e-08,5.55863639103362e-08,0.079
"4542","SUR","BLZ",4.32139688580452e-09,1.29641906574136e-08,0.348
"4543","SUR","BEN",5.4222187175066e-09,1.62666561525198e-08,0.361
"4544","SUR","BMU",4.32507950272101e-07,1.29641906574136e-06,0.088
"4545","SUR","BWA",4.32139688580452e-10,8.85886361589907e-10,0.339
"4546","SUR","VGB",5.84275618272172e-08,1.75282685481652e-07,0.354
"4547","SUR","BRN",2.19386364648229e-08,6.46235101735051e-08,0.106
"4548","SUR","BDI",8.67156363698802e-08,2.59104594429423e-07,0.098
"4549","SUR","CPV",3.27752905567255e-08,9.83258716701764e-08,0.336
"4550","SUR","KHM",1.12382472026196e-09,2.24764944052392e-09,0.095
"4551","SUR","CAF",6.95744898614528e-08,2.08723469584358e-07,0.326
"4552","SUR","MAC",2.2095701498916e-09,6.62871044967481e-09,0.357
"4553","SUR","COG",1.2325410688095e-09,2.59283813148271e-09,0.081
"4554","SUR","HRV",2.64550209761518e-08,7.27363524787806e-08,0.083
"4555","SUR","EST",7.78261627895976e-08,2.33478488368793e-07,0.345
"4556","SUR","SWZ",9.20654229121502e-09,2.76196268736451e-08,0.323
"4557","SUR","GMB",1.06795890578094e-08,3.20387671734283e-08,0.34
"4558","SUR","GEO",8.59472484150716e-08,1.82795088269531e-07,0.079
"4559","SUR","GRC",8.1013294355476e-08,1.62026588710952e-07,0.087
"4560","SUR","GRL",3.47438226739275e-10,1.04231468021782e-09,0.309
"4561","SUR","GIN",2.50641019376662e-08,7.51923058129987e-08,0.355
"4562","SUR","HUN",3.92608336638893e-08,1.16677715916722e-07,0.085
"4563","SUR","ISL",7.76270023995989e-09,2.2095701498916e-08,0.086
"4564","SUR","IRN",2.72248003805685e-08,8.16744011417055e-08,0.324
"4565","SUR","IRQ",2.47502334763564e-08,6.61173723528092e-08,0.093
"4566","SUR","JOR",5.94593579534859e-09,1.42606097231549e-08,0.088
"4567","SUR","KAZ",1.48118678392292e-09,3.57719766289085e-09,0.082
"4568","SUR","LVA",9.18571882630569e-09,2.65148417986993e-08,0.089
"4569","SUR","LBR",3.12694404065347e-09,9.38083212196042e-09,0.324
"4570","SUR","LTU",2.7048881309952e-08,5.4097762619904e-08,0.08
"4571","SUR","MDG",7.92538014575793e-09,1.85904641743084e-08,0.099
"4572","SUR","MNG",6.9487645347855e-10,2.08462936043565e-09,0.343
"4573","SUR","MOZ",1.12522837568329e-08,2.54100567237534e-08,0.091
"4574","SUR","NIC",6.04995564012633e-09,1.8149866920379e-08,0.321
"4575","SUR","NER",2.77654356055327e-08,5.55308712110654e-08,0.091
"4576","SUR","PNG",9.53919376770893e-09,2.86175813031268e-08,0.354
"4577","SUR","ROU",7.36523383297201e-10,2.2095701498916e-09,0.338
"4578","SUR","KNA",7.34231374897356e-07,1.9122181219685e-06,0.093
"4579","SUR","SVK",3.21964074903074e-07,6.43928149806148e-07,0.097
"4580","SUR","TGO",6.9487645347855e-10,2.08462936043565e-09,0.327
"4581","SUR","UGA",5.18567626296543e-09,1.55570287888963e-08,0.346
"4582","SUR","UZB",1.14161124411066e-08,3.42483373233199e-08,0.308
"4583","SUR","YEM",3.97466406987872e-10,1.19239922096362e-09,0.343
"4584","SWE","NIU",7.55186173276957e-09,2.26555851983087e-08,0.343
"4585","SWE","SPM",1.76997434688221e-09,3.57719766289085e-09,0.1
"4586","SWE","TUV",8.51503777774534e-09,2.33355431833444e-08,0.096
"4587","SWE","WLF",2.25057933236818e-08,4.66710863666888e-08,0.078
"4588","CHE","CHN",0.0562643138965594,0.0627544585445502,0.841
"4589","CHE","DEU",0.105724137827926,0.110067012011348,0.999
"4590","CHE","SHN",2.81936892413968e-09,7.29620276152477e-09,0.092
"4591","CHE","SPM",2.31297995723874e-08,4.62595991447748e-08,0.087
"4592","CHE","TUV",2.32638901124869e-09,4.76959688385447e-09,0.09
"4593","CHE","GBR",0.0457619848822757,0.0632027268203962,0.34
"4594","CHE","USA",0.106783377871896,0.12683364500683,1
"4595","CHE","WLF",8.30613426665286e-09,2.02707867563815e-08,0.087
"4596","SYR","BRA",1.53830721044421e-07,3.07661442088842e-07,0.078
"4597","SYR","HRV",1.72855875432181e-09,5.18567626296543e-09,0.34
"4598","TJK","ALB",2.88787562959299e-10,8.66362688877896e-10,0.347
"4599","TJK","DZA",3.90940387604891e-05,0.000117282116281467,0.351
"4600","TJK","AIA",1.34395443148521e-07,4.03186329445562e-07,0.329
"4601","TJK","AUS",9.058689632613e-09,1.8117379265226e-08,0.08
"4602","TJK","BHS",1.44393781479649e-09,4.33181344438948e-09,0.354
"4603","TJK","BIH",3.47438226739275e-10,1.04231468021782e-09,0.358
"4604","TJK","BRA",1.7925734955153e-07,5.37772048654591e-07,0.358
"4605","TJK","BFA",1.44393781479649e-09,4.33181344438948e-09,0.324
"4606","TJK","KHM",2.04344565528377e-08,4.34875081581343e-08,0.098
"4607","TJK","CHL",2.19478547849067e-08,6.58435643547201e-08,0.326
"4608","TJK","HKG",5.04310432985722e-05,0.000150951929467145,0.115
"4609","TJK","COL",5.77575125918597e-10,1.73272537775579e-09,0.339
"4610","TJK","CRI",1.73272537775579e-09,5.19817613326737e-09,0.35
"4611","TJK","CIV",1.16677715916722e-08,3.50033147750166e-08,0.318
"4612","TJK","CYP",2.38479844192723e-09,7.1543953257817e-09,0.325
"4613","TJK","DNK",3.13998461520419e-08,9.41995384561257e-08,0.34
"4614","TJK","GNQ",1.19239922096362e-09,3.57719766289085e-09,0.341
"4615","TJK","EST",2.57532601919635e-07,6.81916428579953e-07,0.091
"4616","TJK","ETH",1.73719113369637e-09,5.21157340108912e-09,0.327
"4617","TJK","FRO",2.31030050367439e-09,6.93090151102317e-09,0.319
"4618","TJK","FIN",8.66362688877896e-10,2.59908806663369e-09,0.335
"4619","TJK","GRC",6.87102104842919e-08,2.06130631452876e-07,0.35
"4620","TJK","HUN",1.93476354732867e-08,3.86952709465735e-08,0.086
"4621","TJK","IDN",4.37213047686659e-09,1.31163914305998e-08,0.292
"4622","TJK","KEN",1.32842278961277e-08,3.98526836883832e-08,0.32
"4623","TJK","KWT",2.38479844192723e-09,7.1543953257817e-09,0.34
"4624","TJK","LUX",1.44393781479649e-09,4.33181344438948e-09,0.322
"4625","TJK","MYS",4.66794618362332e-09,1.16190401089427e-08,0.071
"4626","TJK","MRT",1.90599791553137e-08,5.71799374659411e-08,0.357
"4627","TJK","MEX",1.99263418441916e-08,5.97790255325748e-08,0.332
"4628","TJK","MNG",5.08757000944476e-08,1.52627100283343e-07,0.343
"4629","TJK","MAR",1.9132686046059e-07,5.7398058138177e-07,0.332
"4630","TJK","MOZ",8.13332807625991e-09,2.43999842287797e-08,0.352
"4631","TJK","NZL",2.02151294071509e-09,6.06453882214527e-09,0.331
"4632","TJK","MDK",9.7282703486997e-09,2.91848110460991e-08,0.326
"4633","TJK","OMN",2.38479844192723e-09,7.1543953257817e-09,0.344
"4634","TJK","PHL",8.95241445173826e-09,2.68572433552148e-08,0.308
"4635","TJK","PRT",1.94462859861203e-08,5.8338857958361e-08,0.325
"4636","TJK","SAU",1.40211283105829e-07,3.80444858279506e-07,0.078
"4637","TJK","SGP",1.18694908574066e-07,3.38365376158494e-07,0.11
"4638","TJK","ZAF",2.88787562959299e-10,8.66362688877896e-10,0.343
"4639","TJK","SYR",5.60247872141039e-08,1.68074361642312e-07,0.33
"4640","TJK","THA",6.48209532870678e-09,1.94462859861203e-08,0.336
"4641","TJK","YEM",7.50847663694176e-09,2.25254299108253e-08,0.302
"4642","TZA","ASM",4.11829123217171e-07,1.23548736965151e-06,0.308
"4643","TZA","AND",1.21771164951585e-07,2.82342674647308e-07,0.082
"4644","TZA","ABW",1.1047850749458e-09,3.31435522483741e-09,0.322
"4645","TZA","BLZ",2.44207322322464e-08,7.08773982548121e-08,0.098
"4646","TZA","CPV",6.62871044967481e-09,1.98861313490244e-08,0.334
"4647","TZA","CYM",5.54163971649143e-07,1.66249191494743e-06,0.363
"4648","TZA","DMA",6.89961557246839e-08,1.37992311449368e-07,0.09
"4649","TZA","GNQ",1.17206908091739e-09,2.34413816183477e-09,0.089
"4650","TZA","GIB",4.27818291694648e-08,1.28345487508394e-07,0.326
"4651","TZA","GNB",5.48696369622667e-09,1.646089108868e-08,0.336
"4652","TZA","GUY",8.66362688877896e-10,2.59908806663369e-09,0.338
"4653","TZA","HTI",1.43229250878422e-07,4.28391333569526e-07,0.092
"4654","TZA","KIR",1.2780944119837e-08,3.8342832359511e-08,0.351
"4655","TZA","NCL",1.85855291907529e-06,5.57565875722587e-06,0.335
"4656","TZA","KNA",1.20674236250997e-09,2.41348472501993e-09,0.078
"4657","TZA","VCT",3.87301336964757e-10,1.16190401089427e-09,0.313
"4658","TZA","WSM",3.87301336964757e-10,1.16190401089427e-09,0.345
"4659","TZA","SUR",1.82189259553755e-09,4.1692587208713e-09,0.096
"4660","TZA","SYR",1.51657425617642e-08,3.8342832359511e-08,0.079
"4661","TZA","TJK",9.25013352657872e-10,1.85002670531574e-09,0.098
"4662","TZA","TKL",1.16801222881349e-08,2.33602445762698e-08,0.091
"4663","TZA","TTO",1.80709826335046e-08,4.53746673009475e-08,0.085
"4664","TZA","TKM",2.2095701498916e-09,6.62871044967481e-09,0.336
"4665","TZA","VEN",3.06049133380662e-08,9.18147400141985e-08,0.366
"4666","THA","CHN",0.0650895082204333,0.0667285255870377,1
"4667","THA","JPN",0.0509263470024997,0.0531200559717561,0.657
"4668","THA","NIU",1.04231468021782e-09,3.12694404065347e-09,0.343
"4669","THA","TKL",2.23944081570621e-08,4.81048369357684e-08,0.088
"4670","THA","USA",0.0672844270351794,0.0714178355548024,0.996
"4671","TLS","AGO",2.32380802178854e-09,6.97142406536563e-09,0.349
"4672","TLS","BHR",3.87301336964757e-10,1.16190401089427e-09,0.332
"4673","TLS","BIH",7.74602673929515e-10,2.32380802178854e-09,0.351
"4674","TLS","BRA",3.87301336964757e-10,1.16190401089427e-09,0.348
"4675","TLS","BRN",1.16190401089427e-09,3.48571203268282e-09,0.361
"4676","TLS","BFA",3.87301336964757e-10,1.16190401089427e-09,0.339
"4677","TLS","KHM",3.87301336964757e-10,1.16190401089427e-09,0.366
"4678","TLS","CAN",3.97758473062806e-07,1.19327541918842e-06,0.354
"4679","TLS","CHN",2.10304625971863e-07,6.3091387791559e-07,0.339
"4680","TLS","HKG",3.6793627011652e-08,1.10380881034956e-07,0.343
"4681","TLS","TWN",5.65459951968546e-08,1.69637985590564e-07,0.319
"4682","TLS","EGY",4.64761604357709e-09,1.39428481307313e-08,0.351
"4683","TLS","FRA",1.89777655112731e-08,3.8904419298109e-08,0.346
"4684","TLS","IDN",4.9497110864096e-07,1.48491332592288e-06,0.321
"4685","TLS","ITA",1.08444374350132e-08,3.25333123050396e-08,0.363
"4686","TLS","KEN",6.48209532870678e-09,1.94462859861203e-08,0.329
"4687","TLS","KOR",1.23549126491758e-07,3.70647379475273e-07,0.332
"4688","TLS","MLI",3.87301336964757e-10,1.16190401089427e-09,0.341
"4689","TLS","MNE",3.87301336964757e-10,1.16190401089427e-09,0.326
"4690","TLS","MMR",6.19682139143612e-09,1.85904641743084e-08,0.319
"4691","TLS","NOR",2.32380802178854e-09,6.97142406536563e-09,0.321
"4692","TLS","PHL",7.74602673929515e-10,2.32380802178854e-09,0.325
"4693","TLS","POL",3.33079149789691e-08,9.99237449369074e-08,0.361
"4694","TLS","STP",2.7111093587533e-09,8.13332807625991e-09,0.327
"4695","TLS","SAU",3.29206136420044e-08,9.87618409260131e-08,0.309
"4696","TLS","SEN",1.54920534785903e-09,4.64761604357709e-09,0.344
"4697","TLS","SGP",4.94351426501816e-06,1.48305427950545e-05,0.338
"4698","TLS","SWE",7.2696460948285e-07,2.18089382844855e-06,0.33
"4699","TLS","CHE",1.54273868823221e-07,4.62821606469664e-07,0.3
"4700","TLS","THA",2.36253815548502e-08,7.08761446645506e-08,0.351
"4701","TLS","ARE",2.32380802178854e-09,6.97142406536563e-09,0.328
"4702","TLS","VNM",2.98222029462863e-08,5.96444058925727e-08,0.345
"4703","TLS","ZMB",1.16190401089427e-09,3.48571203268282e-09,0.356
"4704","TGO","AND",4.32139688580452e-10,8.64279377160904e-10,0.344
"4705","TGO","BRB",9.8848477709164e-09,2.09909164239702e-08,0.093
"4706","TGO","BLR",6.42175952369715e-07,1.47061988284818e-06,0.093
"4707","TGO","BRN",1.04231468021782e-09,3.12694404065347e-09,0.332
"4708","TGO","BGR",2.94027635822199e-09,7.77851439444814e-09,0.106
"4709","TGO","BDI",1.8712033970855e-08,4.0541573512763e-08,0.075
"4710","TGO","HRV",8.00401380229053e-10,1.60080276045811e-09,0.088
"4711","TGO","SLV",3.47438226739275e-09,1.04231468021782e-08,0.346
"4712","TGO","EST",2.06130631452876e-07,6.18391894358627e-07,0.35
"4713","TGO","FJI",1.64213081660572e-08,4.92639244981715e-08,0.306
"4714","TGO","GUY",6.57049254607899e-10,1.3140985092158e-09,0.098
"4715","TGO","HTI",3.09673212409557e-08,6.19346424819115e-08,0.085
"4716","TGO","LAO",1.0253109462565e-08,2.2095701498916e-08,0.091
"4717","TGO","LTU",6.9487645347855e-10,2.08462936043565e-09,0.352
"4718","TGO","MWI",9.50707314876995e-09,2.85212194463098e-08,0.326
"4719","TGO","MDV",1.04397373623626e-08,2.26555851983087e-08,0.088
"4720","TGO","MEX",4.48816360267516e-09,8.97632720535032e-09,0.107
"4721","TGO","MNE",1.58793548155551e-08,4.76380644466652e-08,0.367
"4722","TGO","NIC",6.10485585462239e-09,1.39424370870006e-08,0.104
"4723","TGO","PER",7.18857623155743e-09,1.5501189872527e-08,0.072
"4724","TGO","QAT",3.87301336964757e-10,7.93967740777735e-10,0.361
"4725","TGO","SVK",6.57049254607899e-10,1.3140985092158e-09,0.099
"4726","TGO","SUR",1.6823602008644e-09,3.3647204017288e-09,0.079
"4727","TGO","URY",1.29641906574136e-09,3.88925719722407e-09,0.314
"4728","TGO","VEN",1.47746188701027e-08,3.21947789660176e-08,0.084
"4729","TKL","AGO",2.77087343453963e-09,5.54174686907927e-09,0.102
"4730","TKL","BRB",8.64279377160904e-10,2.59283813148271e-09,0.311
"4731","TKL","BEL",6.86253969947171e-10,1.37250793989434e-09,0.085
"4732","TKL","BOL",2.88787562959299e-10,8.66362688877896e-10,0.316
"4733","TKL","HKG",3.75215500675389e-09,8.66362688877896e-09,0.079
"4734","TKL","COG",4.32139688580452e-10,1.29641906574136e-09,0.323
"4735","TKL","DNK",2.88787562959299e-10,8.66362688877896e-10,0.326
"4736","TKL","ECU",2.88787562959299e-10,8.66362688877896e-10,0.322
"4737","TKL","SLV",2.88787562959299e-10,8.66362688877896e-10,0.329
"4738","TKL","EST",2.88787562959299e-10,8.66362688877896e-10,0.329
"4739","TKL","ETH",3.97466406987872e-10,1.19239922096362e-09,0.338
"4740","TKL","FIN",5.77575125918597e-10,1.73272537775579e-09,0.335
"4741","TKL","GMB",3.68261691648601e-10,1.1047850749458e-09,0.337
"4742","TKL","GRD",2.88787562959299e-10,8.66362688877896e-10,0.327
"4743","TKL","GUY",3.97466406987872e-10,1.19239922096362e-09,0.342
"4744","TKL","IND",2.59908806663369e-09,7.79726419990106e-09,0.354
"4745","TKL","ITA",2.88787562959299e-10,8.66362688877896e-10,0.342
"4746","TKL","JPN",2.88787562959299e-10,8.66362688877896e-10,0.338
"4747","TKL","KOR",1.26174578414878e-09,2.59283813148271e-09,0.092
"4748","TKL","LBN",9.52998957765685e-09,2.85899687329706e-08,0.349
"4749","TKL","LUX",1.55261665882507e-09,3.46545075551158e-09,0.098
"4750","TKL","MDG",3.47438226739275e-10,1.04231468021782e-09,0.335
"4751","TKL","MLI",4.32139688580452e-10,1.29641906574136e-09,0.33
"4752","TKL","MUS",2.88787562959299e-10,8.66362688877896e-10,0.324
"4753","TKL","MEX",9.00558689700433e-09,2.46319622490858e-08,0.076
"4754","TKL","MMR",1.3396330345994e-08,4.0188991037982e-08,0.289
"4755","TKL","NLD",6.86253969947171e-10,1.37250793989434e-09,0.074
"4756","TKL","NIC",2.88787562959299e-10,8.66362688877896e-10,0.322
"4757","TKL","PER",8.29606095568324e-10,1.65921219113665e-09,0.101
"4758","TKL","SYC",7.44904633727147e-10,1.53983744770289e-09,0.097
"4759","TKL","SDN",3.87301336964757e-10,1.16190401089427e-09,0.321
"4760","TKL","SWE",1.29850237745835e-09,2.59908806663369e-09,0.081
"4761","TKL","TZA",1.15515025183719e-09,3.46545075551158e-09,0.323
"4762","TKL","THA",1.2325410688095e-09,2.59283813148271e-09,0.094
"4763","TKL","ARE",4.32139688580452e-10,1.29641906574136e-09,0.351
"4764","TKL","ZWE",3.97466406987872e-10,1.19239922096362e-09,0.337
"4765","TTO","COM",3.15021190181378e-05,9.45063570544134e-05,0.35
"4766","TTO","DJI",1.16677715916722e-08,3.50033147750166e-08,0.319
"4767","TTO","GRL",2.13477006158743e-07,6.4043101847623e-07,0.331
"4768","TTO","GUM",4.11055593174612e-05,0.000123316677952384,0.347
"4769","TTO","GIN",2.11186665809267e-06,6.33559997427801e-06,0.32
"4770","TTO","ISR",4.44974237331292e-06,1.33492271199387e-05,0.333
"4771","TTO","JOR",9.11797457317211e-05,0.000273539237195163,0.347
"4772","TTO","LBY",5.10961967777527e-05,0.000153288590333258,0.323
"4773","TTO","FSM",0.000129605606840295,0.000388816820520885,0.321
"4774","TTO","MOZ",4.09270856260775e-05,0.000122781256878232,0.34
"4775","TTO","PLW",4.19175497923039e-07,1.25752649376912e-06,0.337
"4776","TTO","PNG",5.17781132063326e-05,0.000155334339618998,0.345
"4777","TTO","RWA",7.38958867472573e-08,2.21687660241772e-07,0.328
"4778","TTO","PSE",9.37310984531001e-07,2.811932953593e-06,0.327
"4779","TTO","SDN",2.62693395291171e-05,7.88080185873513e-05,0.358
"4780","TTO","TJK",3.07514923790736e-05,9.22544771372207e-05,0.347
"4781","TTO","TLS",9.61510807091506e-06,2.88453242127452e-05,0.325
"4782","TUN","BRB",1.0075708575439e-08,3.02271257263169e-08,0.347
"4783","TUN","BWA",5.5590116278284e-09,1.66770348834852e-08,0.322
"4784","TUN","KHM",4.87772755590075e-08,1.09443734663274e-07,0.101
"4785","TUN","SWZ",1.3396330345994e-08,4.0188991037982e-08,0.32
"4786","TUN","FRO",2.32380802178854e-08,6.97142406536563e-08,0.335
"4787","TUN","FJI",3.16956618587986e-09,8.36615961359354e-09,0.08
"4788","TUN","GUY",2.29919872850444e-08,4.59839745700887e-08,0.099
"4789","TUN","HTI",6.26729664324618e-07,1.80410002131795e-06,0.08
"4790","TUN","HND",4.08924225551355e-07,1.21604108366539e-06,0.074
"4791","TUN","JAM",2.58224607840192e-08,6.35245342213265e-08,0.088
"4792","TUN","PRK",4.53746673009475e-08,1.36124001902842e-07,0.33
"4793","TUN","KGZ",2.7822648489151e-09,8.34679454674532e-09,0.323
"4794","TUN","LSO",6.77072923172858e-09,1.7719349563703e-08,0.087
"4795","TUN","MWI",5.21598785709057e-08,1.33548712747925e-07,0.085
"4796","TUN","MHL",1.51248891003158e-08,4.53746673009475e-08,0.319
"4797","TUN","MMR",1.56261295352868e-07,3.12522590705735e-07,0.091
"4798","TUN","NAM",3.19783369549535e-08,9.59350108648604e-08,0.293
